1.00000000e+00	2.12007193e-03
1.00926219e+00	2.12906098e-03
1.01861017e+00	2.13820115e-03
1.02804473e+00	2.14749284e-03
1.03756668e+00	2.15693650e-03
1.04717682e+00	2.16653258e-03
1.05687597e+00	2.17628153e-03
1.06666496e+00	2.18618378e-03
1.07654461e+00	2.19623982e-03
1.08651577e+00	2.20645008e-03
1.09657929e+00	2.21681506e-03
1.10673602e+00	2.22733521e-03
1.11698682e+00	2.23801101e-03
1.12733256e+00	2.24884295e-03
1.13777413e+00	2.25983150e-03
1.14831241e+00	2.27097717e-03
1.15894830e+00	2.28228043e-03
1.16968270e+00	2.29374180e-03
1.18051653e+00	2.30536177e-03
1.19145070e+00	2.31714084e-03
1.20248614e+00	2.32907953e-03
1.21362380e+00	2.34117834e-03
1.22486461e+00	2.35343780e-03
1.23620954e+00	2.36585841e-03
1.24765955e+00	2.37844071e-03
1.25921561e+00	2.39118522e-03
1.27087871e+00	2.40409245e-03
1.28264983e+00	2.41716295e-03
1.29452998e+00	2.43039725e-03
1.30652016e+00	2.44379587e-03
1.31862140e+00	2.45735936e-03
1.33083472e+00	2.47108826e-03
1.34316117e+00	2.48498310e-03
1.35560179e+00	2.49904444e-03
1.36815763e+00	2.51327280e-03
1.38082977e+00	2.52766875e-03
1.39361927e+00	2.54223283e-03
1.40652724e+00	2.55696557e-03
1.41955477e+00	2.57186755e-03
1.43270295e+00	2.58693929e-03
1.44597292e+00	2.60218136e-03
1.45936580e+00	2.61759431e-03
1.47288272e+00	2.63317868e-03
1.48652484e+00	2.64893503e-03
1.50029332e+00	2.66486391e-03
1.51418933e+00	2.68096587e-03
1.52821404e+00	2.69724147e-03
1.54236865e+00	2.71369124e-03
1.55665436e+00	2.73031575e-03
1.57107239e+00	2.74711554e-03
1.58562396e+00	2.76409115e-03
1.60031031e+00	2.78124313e-03
1.61513269e+00	2.79857203e-03
1.63009236e+00	2.81607839e-03
1.64519059e+00	2.83376275e-03
1.66042866e+00	2.85162565e-03
1.67580786e+00	2.86966761e-03
1.69132952e+00	2.88788919e-03
1.70699493e+00	2.90629089e-03
1.72280545e+00	2.92487326e-03
1.73876240e+00	2.94363682e-03
1.75486715e+00	2.96258208e-03
1.77112106e+00	2.98170956e-03
1.78752553e+00	3.00101977e-03
1.80408193e+00	3.02051323e-03
1.82079168e+00	3.04019043e-03
1.83765620e+00	3.06005188e-03
1.85467692e+00	3.08009806e-03
1.87185529e+00	3.10032947e-03
1.88919278e+00	3.12074659e-03
1.90669084e+00	3.14134989e-03
1.92435098e+00	3.16213985e-03
1.94217468e+00	3.18311693e-03
1.96016347e+00	3.20428159e-03
1.97831888e+00	3.22563428e-03
1.99664245e+00	3.24717545e-03
2.01513573e+00	3.26890552e-03
2.03380031e+00	3.29082494e-03
2.05263775e+00	3.31293412e-03
2.07164968e+00	3.33523347e-03
2.09083769e+00	3.35772340e-03
2.11020343e+00	3.38040430e-03
2.12974854e+00	3.40327656e-03
2.14947467e+00	3.42634056e-03
2.16938352e+00	3.44959666e-03
2.18947676e+00	3.47304523e-03
2.20975611e+00	3.49668660e-03
2.23022330e+00	3.52052111e-03
2.25088005e+00	3.54454909e-03
2.27172813e+00	3.56877086e-03
2.29276931e+00	3.59318670e-03
2.31400538e+00	3.61779692e-03
2.33543814e+00	3.64260179e-03
2.35706941e+00	3.66760157e-03
2.37890104e+00	3.69279652e-03
2.40093488e+00	3.71818687e-03
2.42317279e+00	3.74377285e-03
2.44561668e+00	3.76955468e-03
2.46826845e+00	3.79553253e-03
2.49113003e+00	3.82170661e-03
2.51420335e+00	3.84807707e-03
2.53749038e+00	3.87464406e-03
2.56099310e+00	3.90140772e-03
2.58471351e+00	3.92836816e-03
2.60865362e+00	3.95552549e-03
2.63281547e+00	3.98287980e-03
2.65720111e+00	4.01043114e-03
2.68181261e+00	4.03817958e-03
2.70665207e+00	4.06612513e-03
2.73172160e+00	4.09426782e-03
2.75702333e+00	4.12260763e-03
2.78255940e+00	4.15114455e-03
2.80833200e+00	4.17987851e-03
2.83434331e+00	4.20880947e-03
2.86059554e+00	4.23793733e-03
2.88709092e+00	4.26726198e-03
2.91383170e+00	4.29678329e-03
2.94082017e+00	4.32650112e-03
2.96805861e+00	4.35641529e-03
2.99554933e+00	4.38652561e-03
3.02329468e+00	4.41683185e-03
3.05129702e+00	4.44733377e-03
3.07955871e+00	4.47803110e-03
3.10808217e+00	4.50892356e-03
3.13686982e+00	4.54001082e-03
3.16592411e+00	4.57129254e-03
3.19524751e+00	4.60276836e-03
3.22484250e+00	4.63443788e-03
3.25471161e+00	4.66630068e-03
3.28485737e+00	4.69835632e-03
3.31528234e+00	4.73060430e-03
3.34598912e+00	4.76304414e-03
3.37698031e+00	4.79567529e-03
3.40825855e+00	4.82849720e-03
3.43982649e+00	4.86150928e-03
3.47168682e+00	4.89471089e-03
3.50384225e+00	4.92810139e-03
3.53629550e+00	4.96168010e-03
3.56904935e+00	4.99544630e-03
3.60210656e+00	5.02939924e-03
3.63546996e+00	5.06353814e-03
3.66914238e+00	5.09786219e-03
3.70312668e+00	5.13237055e-03
3.73742574e+00	5.16706233e-03
3.77204249e+00	5.20193662e-03
3.80697987e+00	5.23699246e-03
3.84224085e+00	5.27222888e-03
3.87782841e+00	5.30764485e-03
3.91374560e+00	5.34323931e-03
3.94999546e+00	5.37901118e-03
3.98658107e+00	5.41495931e-03
4.02350555e+00	5.45108253e-03
4.06077203e+00	5.48737964e-03
4.09838367e+00	5.52384938e-03
4.13634368e+00	5.56049048e-03
4.17465529e+00	5.59730160e-03
4.21332174e+00	5.63428137e-03
4.25234633e+00	5.67142839e-03
4.29173238e+00	5.70874119e-03
4.33148322e+00	5.74621830e-03
4.37160225e+00	5.78385816e-03
4.41209286e+00	5.82165921e-03
4.45295851e+00	5.85961982e-03
4.49420266e+00	5.89773833e-03
4.53582883e+00	5.93601301e-03
4.57784054e+00	5.97444211e-03
4.62024137e+00	6.01302384e-03
4.66303493e+00	6.05175633e-03
4.70622485e+00	6.09063770e-03
4.74981480e+00	6.12966600e-03
4.79380850e+00	6.16883924e-03
4.83820966e+00	6.20815539e-03
4.88302209e+00	6.24761234e-03
4.92824957e+00	6.28720797e-03
4.97389596e+00	6.32694009e-03
5.01996513e+00	6.36680646e-03
5.06646101e+00	6.40680479e-03
5.11338754e+00	6.44693274e-03
5.16074871e+00	6.48718793e-03
5.20854855e+00	6.52756790e-03
5.25679112e+00	6.56807017e-03
5.30548053e+00	6.60869219e-03
5.35462090e+00	6.64943134e-03
5.40421642e+00	6.69028498e-03
5.45427131e+00	6.73125039e-03
5.50478981e+00	6.77232481e-03
5.55577622e+00	6.81350542e-03
5.60723488e+00	6.85478933e-03
5.65917016e+00	6.89617362e-03
5.71158648e+00	6.93765530e-03
5.76448828e+00	6.97923131e-03
5.81788007e+00	7.02089856e-03
5.87176639e+00	7.06265388e-03
5.92615181e+00	7.10449404e-03
5.98104096e+00	7.14641578e-03
6.03643851e+00	7.18841575e-03
6.09234915e+00	7.23049055e-03
6.14877765e+00	7.27263673e-03
6.20572881e+00	7.31485076e-03
6.26320745e+00	7.35712908e-03
6.32121848e+00	7.39946803e-03
6.37976681e+00	7.44186392e-03
6.43885743e+00	7.48431300e-03
6.49849535e+00	7.52681142e-03
6.55868566e+00	7.56935532e-03
6.61943346e+00	7.61194074e-03
6.68074392e+00	7.65456367e-03
6.74262224e+00	7.69722004e-03
6.80507370e+00	7.73990572e-03
6.86810359e+00	7.78261650e-03
6.93171728e+00	7.82534813e-03
6.99592017e+00	7.86809627e-03
7.06071771e+00	7.91085655e-03
7.12611543e+00	7.95362450e-03
7.19211887e+00	7.99639560e-03
7.25873365e+00	8.03916529e-03
7.32596543e+00	8.08192891e-03
7.39381992e+00	8.12468176e-03
7.46230289e+00	8.16741905e-03
7.53142017e+00	8.21013596e-03
7.60117762e+00	8.25282758e-03
7.67158118e+00	8.29548894e-03
7.74263683e+00	8.33811501e-03
7.81435061e+00	8.38070071e-03
7.88672862e+00	8.42324086e-03
7.95977700e+00	8.46573024e-03
8.03350198e+00	8.50816357e-03
8.10790981e+00	8.55053550e-03
8.18300682e+00	8.59284061e-03
8.25879939e+00	8.63507343e-03
8.33529397e+00	8.67722841e-03
8.41249705e+00	8.71929994e-03
8.49041520e+00	8.76128237e-03
8.56905505e+00	8.80316995e-03
8.64842328e+00	8.84495691e-03
8.72852662e+00	8.88663738e-03
8.80937190e+00	8.92820546e-03
8.89096599e+00	8.96965516e-03
8.97331581e+00	9.01098045e-03
9.05642838e+00	9.05217523e-03
9.14031075e+00	9.09323335e-03
9.22497005e+00	9.13414859e-03
9.31041349e+00	9.17491469e-03
9.39664831e+00	9.21552530e-03
9.48368187e+00	9.25597405e-03
9.57152154e+00	9.29625448e-03
9.66017480e+00	9.33636011e-03
9.74964918e+00	9.37628437e-03
9.83995230e+00	9.41602065e-03
9.93109181e+00	9.45556230e-03
1.00230755e+01	9.49490260e-03
1.01159111e+01	9.53403478e-03
1.02096066e+01	9.57295204e-03
1.03041699e+01	9.61164749e-03
1.03996091e+01	9.65011423e-03
1.04959323e+01	9.68834530e-03
1.05931476e+01	9.72633369e-03
1.06912634e+01	9.76407234e-03
1.07902879e+01	9.80155417e-03
1.08902296e+01	9.83877202e-03
1.09910970e+01	9.87571873e-03
1.10928986e+01	9.91238706e-03
1.11956432e+01	9.94876977e-03
1.12993394e+01	9.98485955e-03
1.14039960e+01	1.00206491e-02
1.15096220e+01	1.00561310e-02
1.16162263e+01	1.00912979e-02
1.17238180e+01	1.01261423e-02
1.18324063e+01	1.01606568e-02
1.19420003e+01	1.01948339e-02
1.20526094e+01	1.02286662e-02
1.21642429e+01	1.02621460e-02
1.22769105e+01	1.02952658e-02
1.23906216e+01	1.03280180e-02
1.25053859e+01	1.03603950e-02
1.26212131e+01	1.03923893e-02
1.27381132e+01	1.04239932e-02
1.28560961e+01	1.04551991e-02
1.29751717e+01	1.04859993e-02
1.30953502e+01	1.05163861e-02
1.32166418e+01	1.05463520e-02
1.33390569e+01	1.05758892e-02
1.34626058e+01	1.06049901e-02
1.35872990e+01	1.06336471e-02
1.37131472e+01	1.06618525e-02
1.38401610e+01	1.06895986e-02
1.39683512e+01	1.07168778e-02
1.40977287e+01	1.07436826e-02
1.42283046e+01	1.07700052e-02
1.43600898e+01	1.07958381e-02
1.44930957e+01	1.08211738e-02
1.46273336e+01	1.08460048e-02
1.47628147e+01	1.08703234e-02
1.48995507e+01	1.08941222e-02
1.50375532e+01	1.09173939e-02
1.51768339e+01	1.09401309e-02
1.53174046e+01	1.09623258e-02
1.54592774e+01	1.09839715e-02
1.56024641e+01	1.10050606e-02
1.57469771e+01	1.10255858e-02
1.58928287e+01	1.10455400e-02
1.60400311e+01	1.10649161e-02
1.61885969e+01	1.10837069e-02
1.63385388e+01	1.11019056e-02
1.64898694e+01	1.11195052e-02
1.66426018e+01	1.11364988e-02
1.67967487e+01	1.11528796e-02
1.69523234e+01	1.11686409e-02
1.71093391e+01	1.11837761e-02
1.72678090e+01	1.11982787e-02
1.74277468e+01	1.12121422e-02
1.75891659e+01	1.12253603e-02
1.77520801e+01	1.12379266e-02
1.79165033e+01	1.12498351e-02
1.80824493e+01	1.12610796e-02
1.82499324e+01	1.12716542e-02
1.84189668e+01	1.12815531e-02
1.85895668e+01	1.12907705e-02
1.87617469e+01	1.12993009e-02
1.89355218e+01	1.13071388e-02
1.91109062e+01	1.13142787e-02
1.92879151e+01	1.13207155e-02
1.94665634e+01	1.13264441e-02
1.96468665e+01	1.13314595e-02
1.98288395e+01	1.13357570e-02
2.00124980e+01	1.13393318e-02
2.01978576e+01	1.13421794e-02
2.03849340e+01	1.13442955e-02
2.05737431e+01	1.13456759e-02
2.07643011e+01	1.13463164e-02
2.09566240e+01	1.13462133e-02
2.11507282e+01	1.13453628e-02
2.13466303e+01	1.13437614e-02
2.15443469e+01	1.13414056e-02
2.17438948e+01	1.13382923e-02
2.19452909e+01	1.13344185e-02
2.21485523e+01	1.13297812e-02
2.23536965e+01	1.13243779e-02
2.25607407e+01	1.13182061e-02
2.27697026e+01	1.13112634e-02
2.29805999e+01	1.13035479e-02
2.31934506e+01	1.12950575e-02
2.34082728e+01	1.12857907e-02
2.36250847e+01	1.12757458e-02
2.38439047e+01	1.12649217e-02
2.40647515e+01	1.12533171e-02
2.42876438e+01	1.12409312e-02
2.45126006e+01	1.12277633e-02
2.47396410e+01	1.12138128e-02
2.49687843e+01	1.11990795e-02
2.52000499e+01	1.11835634e-02
2.54334576e+01	1.11672644e-02
2.56690272e+01	1.11501829e-02
2.59067786e+01	1.11323195e-02
2.61467321e+01	1.11136749e-02
2.63889081e+01	1.10942500e-02
2.66333273e+01	1.10740458e-02
2.68800102e+01	1.10530639e-02
2.71289780e+01	1.10313055e-02
2.73802518e+01	1.10087726e-02
2.76338529e+01	1.09854669e-02
2.78898029e+01	1.09613905e-02
2.81481236e+01	1.09365458e-02
2.84088369e+01	1.09109352e-02
2.86719650e+01	1.08845613e-02
2.89375302e+01	1.08574270e-02
2.92055551e+01	1.08295351e-02
2.94760626e+01	1.08008888e-02
2.97490755e+01	1.07714913e-02
3.00246171e+01	1.07413462e-02
3.03027108e+01	1.07104570e-02
3.05833803e+01	1.06788274e-02
3.08666494e+01	1.06464611e-02
3.11525422e+01	1.06133623e-02
3.14410830e+01	1.05795348e-02
3.17322963e+01	1.05449829e-02
3.20262069e+01	1.05097109e-02
